FILE	ORIGINAL_SHA256	ORIGINAL_UUID	ORIGINAL_CDHASH	ORIGINAL_LC_ID_DYLIB	ORIGINAL_LC_RPATHS	ORIGINAL_LOADS	ROOTLESS_REQUIRED	NEW_LC_ID_DYLIB	NEW_LC_RPATHS	NEW_LOADS	APPLE_LIB_LOADS_PRESERVED	PROCURSUS_LIB_LOADS_REWRITTEN	HEADER_PADDING_SUFFICIENT	LOAD_COMMAND_SIZE_CHANGE_REQUIRED	BINARY_RELAYOUT_REQUIRED	RESIGN_REQUIRED	TRUSTCACHE_REFRESH_REQUIRED	REWRITE_CLASS	TRANSFORM_MATCHES_REFERENCE_PATTERN	MINOS	SDK
usr/bin/whoami	c851b678afc257bfb0485d4aa473542070a207ee55e9addef4666f488f01506b	8C0D5EFF-3201-3B2D-A8E2-4254C83090A1	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/xargs	0e1e96516b6fc1e0da7340504aded41f6487e8593ad3be9030ed8b7d60e54bba	D93F8F3B-B75C-3EB1-B1C4-9E6AE012365E	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/xattr	85f4b5b7dd39516dd621659c0cb9c618bcbdef53b2310481ee08da9017a5daa1	700FC76E-F671-3F36-B9ED-3C1B40D11C21	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/yes	aa1c29a87168d4cf501dfab0389c5238962cb2324a22e7895456d7a66d511744	316F6435-42C0-39F7-A8ED-F438B4BEA7AE	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/zsh	86e35d35638d93c8fe41dcf85fe811d8cadf9c3fa6ddbc3a0daab9cc17a3a880	69ABAA39-A7EA-3577-84FA-73A38F73FA9F	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/accept	0586094d1486d5a8a31e19a314cc4c0eace66c26a6c447b5050204b068c8f4d2	17FE8941-2775-3882-8A1E-4EA3DF3E263F	TBD_BATCH	accept	/usr/lib	accept|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	accept	/usr/lib	accept|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/basename	c3dbf843cf3de4ed1c11d3ad508a3480c90dce110bf27be24f01655ebe066eb9	3951EC38-1B72-3E40-AB1C-08917A771DD3	TBD_BATCH	basename	/usr/lib	basename|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	basename	/usr/lib	basename|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/csv	98df904b2d3d6fa5c415a910c0b8903f2bc1441ce44108751f865db32e26032f	E5894C98-1BAB-3231-A298-94C673CB88D7	TBD_BATCH	csv	/usr/lib	csv|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	csv	/usr/lib	csv|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/cut	801fc04462e0366925114e4b19d163709c10e3842dbdeaf7991bea2bc2ea40e9	D7EE6F07-6FF3-3B4E-AA7F-6CD25D7831CE	TBD_BATCH	cut	/usr/lib	cut|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	cut	/usr/lib	cut|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/dirname	7ad334d70bcca265b1a8a0127ab62327c3f5409c24cb7ade47371547899fe33b	8D3B6AD6-E260-3743-ACDB-B854D3003AAE	TBD_BATCH	dirname	/usr/lib	dirname|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	dirname	/usr/lib	dirname|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/dsv	35a4335767ed62db602001f52debe14a3862f153168f80893dd9fa8182f97cb8	61D4D370-9F6D-34B8-A288-7D95D08F750B	TBD_BATCH	dsv	/usr/lib	dsv|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	dsv	/usr/lib	dsv|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/fdflags	688b4c30bc8ea1ad0298560abba7a1a6607e79cc72675a1f416b611ec321149b	78781EF7-AAF3-3ED1-BA89-7F02B28EE514	TBD_BATCH	fdflags	/usr/lib	fdflags|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	fdflags	/usr/lib	fdflags|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/finfo	8443dfd27576c176acb0907b8fc177fe41619c8aee5fab34436672b6d491f59d	5E17DFD6-0564-3DC6-A5D9-95C689403861	TBD_BATCH	finfo	/usr/lib	finfo|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	finfo	/usr/lib	finfo|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/getconf	be7acea415c00cffd16c236e10075ec4d53526433f0d3bbdb81b2d0bcf17d49c	D2A2D766-A310-30D5-8D8C-352CD6FA6590	TBD_BATCH	getconf	/usr/lib	getconf|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	getconf	/usr/lib	getconf|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/head	340e8ca104e9c15dcee2d7adcf0056e1062029326b06a40f65d014c218e319ee	ACDCDD26-ED03-367C-BA0A-39E3705835D0	TBD_BATCH	head	/usr/lib	head|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	head	/usr/lib	head|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/id	ca4b582c598138cf5151e2f3987ecec67a7ae00888c59902489508d5d26ccc05	C465251A-7BD8-38D0-B5FB-2100C57EE38B	TBD_BATCH	id	/usr/lib	id|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	id	/usr/lib	id|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/ln	5d7af82fa8a8b8cb306e4360f3937ca5cea510ce9d7f54976bc3a984a0b18f5b	D21D5618-AB4C-34BE-8DD5-74456766C15D	TBD_BATCH	ln	/usr/lib	ln|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	ln	/usr/lib	ln|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/logname	e346dfd50a0cf3738e806858c2d3614cfcb02b4b54167bf73839832d8d04cf35	153ECB37-B3F7-3EA1-AB30-2845135AA5D5	TBD_BATCH	logname	/usr/lib	logname|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	logname	/usr/lib	logname|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/mkdir	b287472dc328ca590f9d0e4dc28a32845a52a289cc6e32f429ceb9672fa72040	A5B30567-E328-3514-919B-205F6959CFCD	TBD_BATCH	mkdir	/usr/lib	mkdir|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	mkdir	/usr/lib	mkdir|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/mkfifo	13a38cfbba8dd3fcbb6c0b783a0c1a170e818150ddb8a45d06cc1044d207cd8d	051B13A3-7185-3734-A7D4-ADB02D4D8AAA	TBD_BATCH	mkfifo	/usr/lib	mkfifo|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	mkfifo	/usr/lib	mkfifo|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/mktemp	4025730afc94ce483784fa2571a9321adf95abf166cc3734ec00a61d9ed87b56	04429F55-6E13-36D8-B481-B8DC3E98412B	TBD_BATCH	mktemp	/usr/lib	mktemp|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	mktemp	/usr/lib	mktemp|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/mypid	92c25bbd3e788d9d71b2fc49a022a3d4be6c462907a65ee9973a0fb9f640b389	32120741-4F2B-332D-A43E-4F76EC319155	TBD_BATCH	mypid	/usr/lib	mypid|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	mypid	/usr/lib	mypid|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/pathchk	a57f25f745609869e51079e8a41f1f24e882e89071a8683138442183448b7390	52D5AF43-1B79-3B5A-A2E8-4EB307077FDC	TBD_BATCH	pathchk	/usr/lib	pathchk|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	pathchk	/usr/lib	pathchk|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/print	f3bc02959d6990737491120a329f22330033dfcadab468d22a765a5dd62f3639	8F32F715-9F4D-3ED3-8917-DAB8FD5E88CD	TBD_BATCH	print	/usr/lib	print|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	print	/usr/lib	print|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/printenv	25cee648d1effbe4925c9c15b16be4b6fe88db92f7c82d04a808a8ad77b7270c	443E1C31-EB6D-39F0-85D0-CC3478438196	TBD_BATCH	printenv	/usr/lib	printenv|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	printenv	/usr/lib	printenv|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/push	5aae7257a2f205e0a2d61cbdd69a71a48b582c996962742d8b92dee302fae495	6FA0496E-6C3D-3FCA-AE15-5F41C71D2187	TBD_BATCH	push	/usr/lib	push|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	push	/usr/lib	push|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/realpath	5f186b635ffa66a0bdf9b933a08debb5c807a0018d13c4084ba584fc708e0b69	5701DA4A-1E63-3BFF-A853-4C5AF8F80249	TBD_BATCH	realpath	/usr/lib	realpath|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	realpath	/usr/lib	realpath|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/rm	6aac553e1d126a5a53ae5717fbe8f0ad20ee10d16ae0388bcb4ec238ae528d57	0BC64E4D-7A84-378E-89BA-0863D6A75E02	TBD_BATCH	rm	/usr/lib	rm|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	rm	/usr/lib	rm|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/rmdir	6511ab21a3f0c64ff26095c8c4233b6ddb38096e11c221c88044740b248531fe	D37561C9-04EE-3ABD-93F0-C9E1DCF949DE	TBD_BATCH	rmdir	/usr/lib	rmdir|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	rmdir	/usr/lib	rmdir|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/seq	83f124cb6a8704d8cd99d40784fb31b3cf86ba8aaf82dc80399df43427701e5d	DA82F8D2-0C42-3456-BB1D-D70BA13BF34E	TBD_BATCH	seq	/usr/lib	seq|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	seq	/usr/lib	seq|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/setpgid	0871a609363e24ec0d7dd31e8b064c64828cfa7bc3b7d31ad70dd340b674f9ff	4443A2F6-505F-309B-9D58-333DD3665599	TBD_BATCH	setpgid	/usr/lib	setpgid|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	setpgid	/usr/lib	setpgid|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/sleep	155e2d1e069ea5ca22416b6d8b92f46e9c506087662d83c75e7cbb8549bc24ff	20E12D05-C3A2-3ADC-9484-B571BF4CBC5C	TBD_BATCH	sleep	/usr/lib	sleep|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	sleep	/usr/lib	sleep|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/stat	c3ffd7025e4a98808f57a65b238176b9d34d0ede395d7bb0853ebfe03d7d09ce	CB2C0D4D-F43A-3659-BCC8-69E61A216CFE	TBD_BATCH	stat	/usr/lib	stat|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	stat	/usr/lib	stat|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/strftime	1e5b5f1d0b902b42bb0157feb95dedabc92289c12697fb603d34da9e25eae78b	1FC3F11F-E525-312B-9007-971EECEB97B2	TBD_BATCH	strftime	/usr/lib	strftime|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	strftime	/usr/lib	strftime|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/sync	394dd4b60e9e0c0907eb458e7c1d73869a4f23706838164c5966b23aca98e3f3	0465929C-87B5-3F99-AF36-0F5CB9D17412	TBD_BATCH	sync	/usr/lib	sync|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	sync	/usr/lib	sync|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/tee	7aead6c185912c8a4b55ed683698fdfd8c02b11abbb7cc5b146efe033a409011	0BB83F2A-92EF-3E86-A05D-0B3AD6751F7A	TBD_BATCH	tee	/usr/lib	tee|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	tee	/usr/lib	tee|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/truefalse	ba0567cd2d949d8d9d25f0d6ba7360c5a4543ce9b1f396823880e9879cec0f09	C3FDAEF1-0CFD-3F81-8802-ECD42F23894B	TBD_BATCH	truefalse	/usr/lib	truefalse|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	truefalse	/usr/lib	truefalse|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/tty	4f50808b270dea38ab618ad7d7e49c0f6ac83edd4bbddd575b803f4f85402ecf	F28B937A-F056-386C-BCD8-30B14429E9E5	TBD_BATCH	tty	/usr/lib	tty|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	tty	/usr/lib	tty|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/uname	48043c7152ed0266f2312086b9dcdecca16402fd2363774d3243dc70ace5ef38	727301A4-01BD-3C6F-8DD7-DD0ACB296C54	TBD_BATCH	uname	/usr/lib	uname|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	uname	/usr/lib	uname|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/unlink	73cc4ba53cb47e7d36ab892357aa12b62a266bb58b0c78279d9b06bb027fa8fe	D651305D-A8B2-3DCF-964C-C1F1F44DBA75	TBD_BATCH	unlink	/usr/lib	unlink|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	unlink	/usr/lib	unlink|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/bash/whoami	b3ce4ac93740c0064230a19336935f4ff4d04d0775bd42cf71df23da75b68be3	7C550FA5-CB16-3902-ABF6-82A8F06C0E6E	TBD_BATCH	whoami	/usr/lib	whoami|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO	whoami	/usr/lib	whoami|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/engines-3/capi.dylib	6c8930e2baf33c930b6af0d6ad14fff3b6e9289938535ab29bad0d362afd1c94	F67ED3C6-75C7-3CDD-8448-F3E65EED1BA7	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/engines-3/loader_attic.dylib	b3a23f13998ec2a22dcce5269e1b48d46193aadcc66237012c8b89d8e5e4ad54	53211866-D48F-3516-BA11-6881390645B1	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/engines-3/padlock.dylib	e5c585cf8762e63fe56f784f3ac2dc117cbe80733e6dc50dc691a7f60940b7cc	1E9D7FB1-E748-3158-9F2B-C07AE8339DA6	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/ex/expreserve	ff3d7d2981b98d167bd30bde898c1b50123c4733e0f8fc25af72e623117bc7e0	D122E889-B100-3034-A403-B09E80993219	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
